"店舗名／法人名","都道府県","提案区分","ドリスロ提案区分","エリア表記(ドリスロ)","DMM_エリア表記","インフル依頼","フェーズ","案件 所有者","初開催フラグ","イベント日"
"ARISE DAIAN 築館店","宮城県","DMM_ドリスロ","全台; 3台並び","","栗原市築館　しまむらの近くの店舗","ずんだ","100%：受注確定","DMM入力用","0","2023/10/12"
"LOVE","和歌山県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ","海南市築地 スーパーセンターオークワ近く","","パワーちゃん","100%：受注確定","岩下 龍介","0","2023/10/12"
"パールショップともえ東金SideII","千葉県","ZIZAI_ドリスロ","全台; 3台並び","","","ミスター","100%：受注確定","高野 純一","0","2023/10/12"
"パールショップともえ松戸店","千葉県","ZIZAI_ドリスロ","全台; 3台並び; ジャグ・ハナ","北総線大町駅前のお店","","ミスター","100%：受注確定","高野 純一","0","2023/10/12"
"サンパレス大杉店","東京都","ZIZAI_ドリスロ","3台並び","江戸川区環七通り大杉5丁目交差点近くのお店","","イリヤ","100%：受注確定","小野田 眞一","0","2023/10/12"
"ベガビック今池店","愛知県","ZIZAI_ドリスロ","3台並び","","","寿司","100%：受注確定","横井 智","0","2023/10/13"
"JOY PARK赤井店","宮城県","DMM_ドリスロ","3台並び","東松島市赤井　ドンキホーテ近く","東松島市赤井　ドンキホーテ近くの店舗","ずんだ","100%：受注確定","DMM入力用","0","2023/10/13"
"アムズガーデン石巻店","宮城県","ZIZAI_ドリスロ","全台","東松島市赤井　免許センター近くの店舗","","ずんだ","100%：受注確定","小野田 眞一","0","2023/10/13"
"JOY PARK湊店","宮城県","DMM_ドリスロ","全台; 3台並び","石巻市湊　薬王堂近く","石巻市湊　薬王堂近く","ずんだ","100%：受注確定","DMM入力用","0","2023/10/13"
"スーパーBOSS","栃木県","ZIZAI_ドリスロ","全台; スマスロ・6.5","スーパーBOSS","","エルモ","100%：受注確定","吉川 英優","0","2023/10/13"
"Super D’STATION鴻巣店","埼玉県","ZIZAI_ドリスロ","3台並び","鴻巣市鎌塚　ローソン鴻巣鎌塚北店近くの大型店","","OCいけちん","100%：受注確定","吉川 英優","0","2023/10/13"
"パールショップともえ川越店","埼玉県","ZIZAI_ドリスロ","全台; 3台並び","セブンイレブン川越今福店前","","いけちん","100%：受注確定","高野 純一","0","2023/10/13"
"ガーデン亀戸","東京都","ZIZAI_ドリスロ","3台並び","スカイツリーが見えるお店","","イリヤ","100%：受注確定","小野田 眞一","0","2023/10/13"
"アムディ野田","千葉県","ZIZAI_ドリスロ","全台; 3台並び","野田市上三ヶ尾付近のお店","","ミスター","100%：受注確定","佐藤 寿","0","2023/10/13"
"パールショップともえセンター南店","神奈川県","ZIZAI_ドリスロ","ジャグ・ハナ","都筑区茅ヶ崎中央　センター南駅から直結のお店","","take6","100%：受注確定","高野 純一","0","2023/10/13"
"パールショップともえ東金SideII","千葉県","ZIZAI_ドリスロ","全台; 3台並び","","","ミスター","100%：受注確定","高野 純一","0","2023/10/13"
"コーシン神田店","東京都","ZIZAI_ドリスロ","3台並び","JR神田駅西口目の前","","イリヤ","100%：受注確定","小野田 眞一","0","2023/10/13"
"やすだ東大宮店","埼玉県","DMM_ドリスロ","3台並び","","東大宮駅すぐの線路沿いの店舗","","100%：受注確定","DMM入力用","0","2023/10/13"
"やすだ幕張店","千葉県","DMM_ドリスロ","3台並び","千葉市花見川区デニーズ付近","千葉市花見川区デニーズ付近","","100%：受注確定","DMM入力用","0","2023/10/14"
"BIG PANDORA浅草店 本館","東京都","ZIZAI_ドリスロ","3台並び","台東区浅草ロックス横のお店","","イリヤ","100%：受注確定","佐藤 寿","0","2023/10/14"
"アビバANNEX & SQUARE","神奈川県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ","京急北久里浜駅出てすぐ大型店（店舗名：北久里浜駅前）","","take6","100%：受注確定","青木 柊太","0","2023/10/14"
"ニラク吉原店","山形県","DMM_ドリスロ","3台並び; ジャグ・ハナ","","ニラク吉原店","ずんだ","100%：受注確定","DMM入力用","1","2023/10/14"
"D’STATION仙台泉店","宮城県","ZIZAI_ドリスロ","3台並び; スマスロ・6.5","仙台市泉区市名坂ミニストップの隣","","ずんだ","100%：受注確定","吉川 英優","0","2023/10/14"
"スーパーBOSS","栃木県","ZIZAI_ドリスロ","全台; スマスロ・6.5","スーパーBOSS","","エルモ","100%：受注確定","吉川 英優","0","2023/10/14"
"Super D’STATION鴻巣店","埼玉県","ZIZAI_ドリスロ","3台並び","鴻巣市鎌塚　ローソン鴻巣鎌塚北店近くの大型店","","OCいけちん","100%：受注確定","吉川 英優","0","2023/10/14"
"パールショップともえ市原店","千葉県","ZIZAI_ドリスロ","全台; 3台並び; ジャグ・ハナ","市原市惣社大翔ホール前のお店","","ミスター","100%：受注確定","高野 純一","0","2023/10/14"
"パールショップともえ市原店","千葉県","ZIZAI_ドリパチ","","市原市惣社大翔ホール前のお店","","ミスター","100%：受注確定","高野 純一","0","2023/10/14"
"パールショップともえ川越店","埼玉県","ZIZAI_ドリスロ","全台; 3台並び","セブンイレブン川越今福店前","","いけちん","100%：受注確定","高野 純一","0","2023/10/14"
"ニュークラウン川越2号店","埼玉県","ZIZAI_ドリスロ","3台並び","川越駅徒歩2分","","いけちん","100%：受注確定","青木 柊太","0","2023/10/14"
"出玉王田無店","東京都","ZIZAI_ドリスロ","3台並び","西東京市新青梅街道沿「田無タワー」近くのお店","","イリヤ","100%：受注確定","小野田 眞一","0","2023/10/14"
"やすだ所沢店","埼玉県","DMM_ドリスロ","3台並び","所沢インター降りてマクドナルド目の前の店舗","所沢インター降りてマクドナルド目の前の店舗","いけちん","100%：受注確定","DMM入力用","0","2023/10/14"
"アムズガーデン郡山店","福島県","ZIZAI_ドリスロ","3台並び","イオン郡山日和田近くの店","","ずんだ","100%：受注確定","小野田 眞一","0","2023/10/14"
"Super D’STATION熊谷店","埼玉県","ZIZAI_ドリスロ","3台並び","熊谷市17号バイパス沿のセブンイレブン近くの大型店","","OCいけちん","100%：受注確定","吉川 英優","0","2023/10/14"
"ニラク郡山並木店","福島県","DMM_ドリスロ","全台; ジャグ・ハナ","","サンドラッグ並木店近く","ずんだ","100%：受注確定","DMM入力用","0","2023/10/14"
"パールショップともえ旭店","千葉県","ZIZAI_ドリスロ","全台; 3台並び","","","ミスター","100%：受注確定","高野 純一","0","2023/10/14"
"Super D’STATION上里店","埼玉県","ZIZAI_ドリスロ","3台並び","児玉郡上里町 国道17号線沿いの大型店","","OCいけちん","100%：受注確定","吉川 英優","0","2023/10/14"
"やすだ稲毛駅前店","千葉県","DMM_ドリスロ","3台並び","","稲毛駅東口 千葉銀行近く","ミスター","100%：受注確定","DMM入力用","0","2023/10/14"
"ガーデン東大宮","埼玉県","ZIZAI_ドリスロ","3台並び","さいたま市見沼区の大型店","","いけちん","100%：受注確定","小野田 眞一","0","2023/10/14"
"Super D’STATION千葉みなと店","千葉県","ZIZAI_ドリスロ","3台並び","千葉市中央区中央港千葉みなと港湾緑地隣の大型店","","","100%：受注確定","吉川 英優","0","2023/10/14"
"Super D’STATION座間店","神奈川県","ZIZAI_ドリスロ","3台並び","座間市ひばりが丘商業施設併設の大型店","","take6","100%：受注確定","吉川 英優","0","2023/10/14"
"アミューズ岩出","和歌山県","DMM_ドリスロ","スマスロ・6.5","岩出市ローソン岩出大町店近く","岩出市ローソン岩出大町店近く","","100%：受注確定","DMM入力用","0","2023/10/14"
"アスカ蕨駅前店","埼玉県","ZIZAI_ドリスロ","3台並び","JR蕨駅西口出てすぐのお店","","塊","100%：受注確定","青木 柊太","0","2023/10/14"
"D'station姫路店","兵庫県","ZIZAI_ドリスロ","ジャグ・ハナ","","","ビクトリー","100%：受注確定","吉川 英優","0","2023/10/15"
"ゴー港店","愛知県","ZIZAI_ドリパチ","","名古屋市港区東海通沿いのお店","","","100%：受注確定","横井 智","0","2023/10/15"
"スロットタワージャルダン","埼玉県","ZIZAI_ドリスロ","3台並び","ふじみ野上福岡","","れお","100%：受注確定","小野田 眞一","0","2023/10/15"
"KING BOSS 1000","栃木県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ; オキドキ・チバリヨ; スマスロ・6.5","","","エルモ","100%：受注確定","吉川 英優","0","2023/10/15"
"やすだ幕張店","千葉県","DMM_ドリスロ","3台並び","千葉市花見川区デニーズ付近","千葉市花見川区デニーズ付近","","100%：受注確定","DMM入力用","0","2023/10/15"
"FACE1100瑞穂","東京都","ZIZAI_ドリスロ","3台並び","西多摩郡瑞穂町ザ・モールみずほ１６ そばのお店","","","100%：受注確定","室屋 雄三","0","2023/10/15"
"つばめザ・ウィング","宮城県","ZIZAI_ドリスロ","全台; 3台並び","塩釜市の市場に1番近いお店","","ずんだ","100%：受注確定","吉川 英優","0","2023/10/15"
"つばめザ・ウィング","宮城県","ZIZAI_ドリパチ","","塩釜市の市場に1番近いお店","","ずんだ","100%：受注確定","吉川 英優","0","2023/10/15"
"BIG BOSS 1000","栃木県","ZIZAI_ドリスロ","3台並び; スマスロ・6.5","BIG BOSS 1000","","エルモ","100%：受注確定","吉川 英優","0","2023/10/15"
"スーパーBOSS","栃木県","ZIZAI_ドリスロ","全台; スマスロ・6.5","スーパーBOSS","","エルモ","100%：受注確定","吉川 英優","0","2023/10/15"
"Happy　BOSS","栃木県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ; スマスロ・6.5","","","エルモ","100%：受注確定","吉川 英優","0","2023/10/15"
"ニュークラウン川越2号店","埼玉県","ZIZAI_ドリスロ","3台並び","川越駅徒歩2分","","いけちん","100%：受注確定","青木 柊太","0","2023/10/15"
"パラッツォ川越店","埼玉県","ZIZAI_ドリスロ","3台並び","本川越駅近くの大型店","","","100%：受注確定","高野 純一","0","2023/10/15"
"ニラク郡山荒井店","福島県","DMM_ドリスロ","3台並び; ジャグ・ハナ","","ENEOS郡山南インター店近く","ずんだ","100%：受注確定","DMM入力用","0","2023/10/15"
"ヴィーナス東金店","千葉県","ZIZAI_ドリスロ","3台並び","東金市ﾄﾞﾗｯｸﾞｽﾄｱﾄﾗｲｳｪﾙ東金求名店隣","","ミスター","100%：受注確定","高野 純一","0","2023/10/15"
"ピーアーク朝霞","埼玉県","ZIZAI_ドリスロ","3台並び","朝霞 南口","","塊","100%：受注確定","佐藤 寿","0","2023/10/15"
"パラッツォ鳩ヶ谷店","埼玉県","ZIZAI_ドリスロ","全台; ジャグ・ハナ","","","塊","100%：受注確定","高野 純一","0","2023/10/15"
"FACE1100瑞穂","東京都","ZIZAI_ドリスロ","3台並び","西多摩郡瑞穂町ザ・モールみずほ１６ そばのお店","","イリヤ","100%：受注確定","室屋 雄三","0","2023/10/16"
"スロットハウスムサシ矢本店","宮城県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ","東松島市唯一のスロ専","","ずんだ","100%：受注確定","小野田 眞一","0","2023/10/16"
"MGM浦和店","埼玉県","DMM_ドリスロ","3台並び","武蔵浦和駅近く線路下の店舗","武蔵浦和駅付近線路下のお店","いけちん","100%：受注確定","DMM入力用","0","2023/10/16"
"ガーデン北戸田","埼玉県","ZIZAI_ドリスロ","3台並び","さいたま市南区のいつものお店","","いけちん","100%：受注確定","小野田 眞一","0","2023/10/16"
"ベガスベガス大和町店","宮城県","DMM_ドリスロ","3台並び; ジャグ・ハナ","","若林区大和町六丁の目交差点近くの店舗","ずんだ","100%：受注確定","DMM入力用","0","2023/10/17"
"PIA 厚木本館","神奈川県","ZIZAI_ドリスロ","3台並び","本厚木駅前のお店","","take6","100%：受注確定","佐藤 寿","0","2023/10/17"
"パールショップともえ川越店","埼玉県","ZIZAI_ドリスロ","全台; 3台並び","セブンイレブン川越今福店前","","いけちん","100%：受注確定","高野 純一","0","2023/10/17"
"パールショップともえセンター南店","神奈川県","ZIZAI_ドリスロ","全台; 3台並び; ジャグ・ハナ; スマスロ・6.5","都筑区茅ヶ崎中央　センター南駅から直結のお店","","take6","100%：受注確定","高野 純一","0","2023/10/17"
"パールショップともえセンター南店","神奈川県","ZIZAI_ドリパチ","","都筑区茅ヶ崎中央　センター南駅から直結のお店","","take6","100%：受注確定","高野 純一","0","2023/10/17"
"Super D’STATION上里店","埼玉県","ZIZAI_ドリスロ","3台並び","児玉郡上里町 国道17号線沿いの大型店","","いけちん","100%：受注確定","吉川 英優","0","2023/10/17"
"ザッププレステージ店","神奈川県","ZIZAI_ドリスロ","ジャグ・ハナ; オキドキ・チバリヨ","横須賀市舟倉","","take6","100%：受注確定","青木 柊太","0","2023/10/18"
"Super D’STATION熊谷店","埼玉県","ZIZAI_ドリスロ","3台並び","熊谷市17号バイパス沿のセブンイレブン近くの大型店","","いけちん","100%：受注確定","吉川 英優","0","2023/10/18"
"マルハンメガシティ静岡","静岡県","ZIZAI_ドリスロ","3台並び","駿河区富士見台の大型店","","フル","100%：受注確定","横井 智","0","2023/10/18"
